DepartmentID,ShiftTypeName,ShiftDate,AdminAMK
5,Night,2026-03-14,10000000578
5,Night,2026-03-14,10000000579
5,Morning,2026-03-15,10000000572
5,Morning,2026-03-15,10000000573
5,Afternoon,2026-03-15,10000000574
5,Afternoon,2026-03-15,10000000575
5,Night,2026-03-15,10000000576
5,Night,2026-03-15,10000000577
6,Morning,2026-03-09,10000000580
6,Morning,2026-03-09,10000000581
6,Afternoon,2026-03-09,10000000582
6,Afternoon,2026-03-09,10000000583
6,Night,2026-03-09,10000000584
6,Night,2026-03-09,10000000585
6,Morning,2026-03-10,10000000580
6,Morning,2026-03-10,10000000581
6,Afternoon,2026-03-10,10000000582
6,Afternoon,2026-03-10,10000000583
6,Night,2026-03-10,10000000584
6,Night,2026-03-10,10000000585
6,Morning,2026-03-11,10000000580
6,Morning,2026-03-11,10000000581
6,Afternoon,2026-03-11,10000000582
6,Afternoon,2026-03-11,10000000583
6,Night,2026-03-11,10000000584
6,Night,2026-03-11,10000000585
6,Morning,2026-03-12,10000000580
6,Morning,2026-03-12,10000000581
6,Afternoon,2026-03-12,10000000582
6,Afternoon,2026-03-12,10000000583
6,Night,2026-03-12,10000000586
6,Night,2026-03-12,10000000587
6,Morning,2026-03-13,10000000580
6,Morning,2026-03-13,10000000581
6,Afternoon,2026-03-13,10000000582
6,Afternoon,2026-03-13,10000000583
6,Night,2026-03-13,10000000586
6,Night,2026-03-13,10000000587
6,Morning,2026-03-14,10000000580
6,Morning,2026-03-14,10000000581
6,Afternoon,2026-03-14,10000000582
6,Afternoon,2026-03-14,10000000583
6,Night,2026-03-14,10000000586
6,Night,2026-03-14,10000000587
6,Morning,2026-03-15,10000000580
6,Morning,2026-03-15,10000000581
6,Afternoon,2026-03-15,10000000582
6,Afternoon,2026-03-15,10000000583
6,Night,2026-03-15,10000000584
6,Night,2026-03-15,10000000585
7,Morning,2026-03-09,10000000588
7,Morning,2026-03-09,10000000589
7,Afternoon,2026-03-09,10000000590
7,Afternoon,2026-03-09,10000000591
7,Night,2026-03-09,10000000592
7,Night,2026-03-09,10000000593
7,Morning,2026-03-10,10000000588
7,Morning,2026-03-10,10000000589
7,Afternoon,2026-03-10,10000000590
7,Afternoon,2026-03-10,10000000591
7,Night,2026-03-10,10000000592
7,Night,2026-03-10,10000000593
7,Morning,2026-03-11,10000000588
7,Morning,2026-03-11,10000000589
7,Afternoon,2026-03-11,10000000590
7,Afternoon,2026-03-11,10000000591
7,Night,2026-03-11,10000000592
7,Night,2026-03-11,10000000593
7,Morning,2026-03-12,10000000588
7,Morning,2026-03-12,10000000589
7,Afternoon,2026-03-12,10000000590
7,Afternoon,2026-03-12,10000000591
7,Night,2026-03-12,10000000594
7,Night,2026-03-12,10000000595
7,Morning,2026-03-13,10000000588
7,Morning,2026-03-13,10000000589
7,Afternoon,2026-03-13,10000000590
7,Afternoon,2026-03-13,10000000591
7,Night,2026-03-13,10000000594
7,Night,2026-03-13,10000000595
7,Morning,2026-03-14,10000000588
7,Morning,2026-03-14,10000000589
7,Afternoon,2026-03-14,10000000590
7,Afternoon,2026-03-14,10000000591
7,Night,2026-03-14,10000000594
7,Night,2026-03-14,10000000595
7,Morning,2026-03-15,10000000588
7,Morning,2026-03-15,10000000589
7,Afternoon,2026-03-15,10000000590
7,Afternoon,2026-03-15,10000000591
7,Night,2026-03-15,10000000592
7,Night,2026-03-15,10000000593
8,Morning,2026-03-09,10000000596
8,Morning,2026-03-09,10000000597
8,Afternoon,2026-03-09,10000000598
8,Afternoon,2026-03-09,10000000599
8,Night,2026-03-09,10000000600
8,Night,2026-03-09,10000000601
8,Morning,2026-03-10,10000000596
8,Morning,2026-03-10,10000000597
8,Afternoon,2026-03-10,10000000598
8,Afternoon,2026-03-10,10000000599
8,Night,2026-03-10,10000000600
8,Night,2026-03-10,10000000601
8,Morning,2026-03-11,10000000596
8,Morning,2026-03-11,10000000597
8,Afternoon,2026-03-11,10000000598
8,Afternoon,2026-03-11,10000000599
8,Night,2026-03-11,10000000600
8,Night,2026-03-11,10000000601
8,Morning,2026-03-12,10000000596
8,Morning,2026-03-12,10000000597
8,Afternoon,2026-03-12,10000000598
8,Afternoon,2026-03-12,10000000599
8,Night,2026-03-12,10000000602
8,Night,2026-03-12,10000000603
8,Morning,2026-03-13,10000000596
8,Morning,2026-03-13,10000000597
8,Afternoon,2026-03-13,10000000598
8,Afternoon,2026-03-13,10000000599
8,Night,2026-03-13,10000000602
8,Night,2026-03-13,10000000603
8,Morning,2026-03-14,10000000596
8,Morning,2026-03-14,10000000597
8,Afternoon,2026-03-14,10000000598
8,Afternoon,2026-03-14,10000000599
8,Night,2026-03-14,10000000602
8,Night,2026-03-14,10000000603
8,Morning,2026-03-15,10000000596
8,Morning,2026-03-15,10000000597
8,Afternoon,2026-03-15,10000000598
8,Afternoon,2026-03-15,10000000599
8,Night,2026-03-15,10000000600
8,Night,2026-03-15,10000000601
9,Morning,2026-03-09,10000000604
9,Morning,2026-03-09,10000000605
9,Afternoon,2026-03-09,10000000606
9,Afternoon,2026-03-09,10000000607
9,Night,2026-03-09,10000000608
9,Night,2026-03-09,10000000609
9,Morning,2026-03-10,10000000604
9,Morning,2026-03-10,10000000605
9,Afternoon,2026-03-10,10000000606
9,Afternoon,2026-03-10,10000000607
9,Night,2026-03-10,10000000608
9,Night,2026-03-10,10000000609
9,Morning,2026-03-11,10000000604
9,Morning,2026-03-11,10000000605
9,Afternoon,2026-03-11,10000000606
9,Afternoon,2026-03-11,10000000607
9,Night,2026-03-11,10000000608
9,Night,2026-03-11,10000000609
9,Morning,2026-03-12,10000000604
9,Morning,2026-03-12,10000000605
9,Afternoon,2026-03-12,10000000606
9,Afternoon,2026-03-12,10000000607
9,Night,2026-03-12,10000000610
9,Night,2026-03-12,10000000611
9,Morning,2026-03-13,10000000604
9,Morning,2026-03-13,10000000605
9,Afternoon,2026-03-13,10000000606
9,Afternoon,2026-03-13,10000000607
9,Night,2026-03-13,10000000610
9,Night,2026-03-13,10000000611
9,Morning,2026-03-14,10000000604
9,Morning,2026-03-14,10000000605
9,Afternoon,2026-03-14,10000000606
9,Afternoon,2026-03-14,10000000607
9,Night,2026-03-14,10000000610
9,Night,2026-03-14,10000000611
9,Morning,2026-03-15,10000000604
9,Morning,2026-03-15,10000000605
9,Afternoon,2026-03-15,10000000606
9,Afternoon,2026-03-15,10000000607
9,Night,2026-03-15,10000000608
9,Night,2026-03-15,10000000609
10,Morning,2026-03-09,10000000612
10,Morning,2026-03-09,10000000613
10,Afternoon,2026-03-09,10000000614
10,Afternoon,2026-03-09,10000000615
10,Night,2026-03-09,10000000616
10,Night,2026-03-09,10000000617
10,Morning,2026-03-10,10000000612
10,Morning,2026-03-10,10000000613
10,Afternoon,2026-03-10,10000000614
10,Afternoon,2026-03-10,10000000615
10,Night,2026-03-10,10000000616
10,Night,2026-03-10,10000000617
10,Morning,2026-03-11,10000000612
10,Morning,2026-03-11,10000000613
10,Afternoon,2026-03-11,10000000614
10,Afternoon,2026-03-11,10000000615
10,Night,2026-03-11,10000000616
10,Night,2026-03-11,10000000617
10,Morning,2026-03-12,10000000612
10,Morning,2026-03-12,10000000613
10,Afternoon,2026-03-12,10000000614
10,Afternoon,2026-03-12,10000000615
10,Night,2026-03-12,10000000618
10,Night,2026-03-12,10000000619
10,Morning,2026-03-13,10000000612
10,Morning,2026-03-13,10000000613
10,Afternoon,2026-03-13,10000000614
10,Afternoon,2026-03-13,10000000615
10,Night,2026-03-13,10000000618
10,Night,2026-03-13,10000000619
10,Morning,2026-03-14,10000000612
10,Morning,2026-03-14,10000000613
10,Afternoon,2026-03-14,10000000614
10,Afternoon,2026-03-14,10000000615
10,Night,2026-03-14,10000000618
10,Night,2026-03-14,10000000619
10,Morning,2026-03-15,10000000612
10,Morning,2026-03-15,10000000613
10,Afternoon,2026-03-15,10000000614
10,Afternoon,2026-03-15,10000000615
10,Night,2026-03-15,10000000616
10,Night,2026-03-15,10000000617
11,Morning,2026-03-09,10000000620
11,Morning,2026-03-09,10000000621
11,Afternoon,2026-03-09,10000000622
11,Afternoon,2026-03-09,10000000623
11,Night,2026-03-09,10000000624
11,Night,2026-03-09,10000000625
11,Morning,2026-03-10,10000000620
11,Morning,2026-03-10,10000000621
11,Afternoon,2026-03-10,10000000622
11,Afternoon,2026-03-10,10000000623
11,Night,2026-03-10,10000000624
11,Night,2026-03-10,10000000625
11,Morning,2026-03-11,10000000620
11,Morning,2026-03-11,10000000621
11,Afternoon,2026-03-11,10000000622
11,Afternoon,2026-03-11,10000000623
11,Night,2026-03-11,10000000624
11,Night,2026-03-11,10000000625
11,Morning,2026-03-12,10000000620
11,Morning,2026-03-12,10000000621
11,Afternoon,2026-03-12,10000000622
11,Afternoon,2026-03-12,10000000623
11,Night,2026-03-12,10000000626
11,Night,2026-03-12,10000000627
11,Morning,2026-03-13,10000000620
11,Morning,2026-03-13,10000000621
11,Afternoon,2026-03-13,10000000622
11,Afternoon,2026-03-13,10000000623
11,Night,2026-03-13,10000000626
11,Night,2026-03-13,10000000627
11,Morning,2026-03-14,10000000620
11,Morning,2026-03-14,10000000621
11,Afternoon,2026-03-14,10000000622
11,Afternoon,2026-03-14,10000000623
11,Night,2026-03-14,10000000626
11,Night,2026-03-14,10000000627
11,Morning,2026-03-15,10000000620
11,Morning,2026-03-15,10000000621
11,Afternoon,2026-03-15,10000000622
11,Afternoon,2026-03-15,10000000623
11,Night,2026-03-15,10000000624
11,Night,2026-03-15,10000000625
12,Morning,2026-03-09,10000000628
12,Morning,2026-03-09,10000000629
12,Afternoon,2026-03-09,10000000630
12,Afternoon,2026-03-09,10000000631
12,Night,2026-03-09,10000000632
12,Night,2026-03-09,10000000633
12,Morning,2026-03-10,10000000628
12,Morning,2026-03-10,10000000629
12,Afternoon,2026-03-10,10000000630
12,Afternoon,2026-03-10,10000000631
12,Night,2026-03-10,10000000632
12,Night,2026-03-10,10000000633
12,Morning,2026-03-11,10000000628
12,Morning,2026-03-11,10000000629
12,Afternoon,2026-03-11,10000000630
12,Afternoon,2026-03-11,10000000631
12,Night,2026-03-11,10000000632
12,Night,2026-03-11,10000000633
12,Morning,2026-03-12,10000000628
12,Morning,2026-03-12,10000000629
12,Afternoon,2026-03-12,10000000630
12,Afternoon,2026-03-12,10000000631
12,Night,2026-03-12,10000000634
12,Night,2026-03-12,10000000635
12,Morning,2026-03-13,10000000628
12,Morning,2026-03-13,10000000629
12,Afternoon,2026-03-13,10000000630
12,Afternoon,2026-03-13,10000000631
12,Night,2026-03-13,10000000634
12,Night,2026-03-13,10000000635
12,Morning,2026-03-14,10000000628
12,Morning,2026-03-14,10000000629
12,Afternoon,2026-03-14,10000000630
12,Afternoon,2026-03-14,10000000631
12,Night,2026-03-14,10000000634
12,Night,2026-03-14,10000000635
12,Morning,2026-03-15,10000000628
12,Morning,2026-03-15,10000000629
12,Afternoon,2026-03-15,10000000630
12,Afternoon,2026-03-15,10000000631
12,Night,2026-03-15,10000000632
12,Night,2026-03-15,10000000633
13,Morning,2026-03-09,10000000636
13,Morning,2026-03-09,10000000637
13,Afternoon,2026-03-09,10000000638
13,Afternoon,2026-03-09,10000000639
13,Night,2026-03-09,10000000640
13,Night,2026-03-09,10000000641
13,Morning,2026-03-10,10000000636
13,Morning,2026-03-10,10000000637
13,Afternoon,2026-03-10,10000000638
13,Afternoon,2026-03-10,10000000639
13,Night,2026-03-10,10000000640
13,Night,2026-03-10,10000000641
13,Morning,2026-03-11,10000000636
13,Morning,2026-03-11,10000000637
13,Afternoon,2026-03-11,10000000638
13,Afternoon,2026-03-11,10000000639
13,Night,2026-03-11,10000000640
13,Night,2026-03-11,10000000641
13,Morning,2026-03-12,10000000636
13,Morning,2026-03-12,10000000637
13,Afternoon,2026-03-12,10000000638
13,Afternoon,2026-03-12,10000000639
13,Night,2026-03-12,10000000642
13,Night,2026-03-12,10000000643
13,Morning,2026-03-13,10000000636
13,Morning,2026-03-13,10000000637
13,Afternoon,2026-03-13,10000000638
13,Afternoon,2026-03-13,10000000639
13,Night,2026-03-13,10000000642
13,Night,2026-03-13,10000000643
13,Morning,2026-03-14,10000000636
13,Morning,2026-03-14,10000000637
13,Afternoon,2026-03-14,10000000638
13,Afternoon,2026-03-14,10000000639
13,Night,2026-03-14,10000000642
13,Night,2026-03-14,10000000643
13,Morning,2026-03-15,10000000636
13,Morning,2026-03-15,10000000637
13,Afternoon,2026-03-15,10000000638
13,Afternoon,2026-03-15,10000000639
13,Night,2026-03-15,10000000640
13,Night,2026-03-15,10000000641
14,Morning,2026-03-09,10000000644
14,Morning,2026-03-09,10000000645
14,Afternoon,2026-03-09,10000000646
14,Afternoon,2026-03-09,10000000647
14,Night,2026-03-09,10000000648
14,Night,2026-03-09,10000000649
14,Morning,2026-03-10,10000000644
14,Morning,2026-03-10,10000000645
14,Afternoon,2026-03-10,10000000646
14,Afternoon,2026-03-10,10000000647
14,Night,2026-03-10,10000000648
14,Night,2026-03-10,10000000649
14,Morning,2026-03-11,10000000644
14,Morning,2026-03-11,10000000645
14,Afternoon,2026-03-11,10000000646
14,Afternoon,2026-03-11,10000000647
14,Night,2026-03-11,10000000648
14,Night,2026-03-11,10000000649
14,Morning,2026-03-12,10000000644
14,Morning,2026-03-12,10000000645
14,Afternoon,2026-03-12,10000000646
14,Afternoon,2026-03-12,10000000647
14,Night,2026-03-12,10000000650
14,Night,2026-03-12,10000000651
14,Morning,2026-03-13,10000000644
14,Morning,2026-03-13,10000000645
14,Afternoon,2026-03-13,10000000646
14,Afternoon,2026-03-13,10000000647
14,Night,2026-03-13,10000000650
14,Night,2026-03-13,10000000651
14,Morning,2026-03-14,10000000644
14,Morning,2026-03-14,10000000645
14,Afternoon,2026-03-14,10000000646
14,Afternoon,2026-03-14,10000000647
14,Night,2026-03-14,10000000650
14,Night,2026-03-14,10000000651
14,Morning,2026-03-15,10000000644
14,Morning,2026-03-15,10000000645
14,Afternoon,2026-03-15,10000000646
14,Afternoon,2026-03-15,10000000647
14,Night,2026-03-15,10000000648
14,Night,2026-03-15,10000000649
15,Morning,2026-03-09,10000000652
15,Morning,2026-03-09,10000000653
15,Afternoon,2026-03-09,10000000654
15,Afternoon,2026-03-09,10000000655
15,Night,2026-03-09,10000000656
15,Night,2026-03-09,10000000657
15,Morning,2026-03-10,10000000652
15,Morning,2026-03-10,10000000653
15,Afternoon,2026-03-10,10000000654
15,Afternoon,2026-03-10,10000000655
15,Night,2026-03-10,10000000656
15,Night,2026-03-10,10000000657
15,Morning,2026-03-11,10000000652
15,Morning,2026-03-11,10000000653
15,Afternoon,2026-03-11,10000000654
15,Afternoon,2026-03-11,10000000655
15,Night,2026-03-11,10000000656
15,Night,2026-03-11,10000000657
15,Morning,2026-03-12,10000000652
15,Morning,2026-03-12,10000000653
15,Afternoon,2026-03-12,10000000654
15,Afternoon,2026-03-12,10000000655
15,Night,2026-03-12,10000000658
15,Night,2026-03-12,10000000659
15,Morning,2026-03-13,10000000652
15,Morning,2026-03-13,10000000653
15,Afternoon,2026-03-13,10000000654
15,Afternoon,2026-03-13,10000000655
15,Night,2026-03-13,10000000658
15,Night,2026-03-13,10000000659
15,Morning,2026-03-14,10000000652
15,Morning,2026-03-14,10000000653
15,Afternoon,2026-03-14,10000000654
15,Afternoon,2026-03-14,10000000655
15,Night,2026-03-14,10000000658
15,Night,2026-03-14,10000000659
15,Morning,2026-03-15,10000000652
15,Morning,2026-03-15,10000000653
15,Afternoon,2026-03-15,10000000654
15,Afternoon,2026-03-15,10000000655
15,Night,2026-03-15,10000000656
15,Night,2026-03-15,10000000657
